2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01
967.8905814921064,910.5110967557548,957.5378963955773,878.9638173216518,1033.8232025786551,932.1347324661344
1158.9210810950422,1650.9965745336497,1576.5531697620206,1333.9339384450816,1319.3546256400405,1398.4427214643508
351.67187506879844,289.4171806414759,311.3460545315762,328.15632530082496,311.793655849502,302.6970680690025
275.8668912788094,307.5330392767926,356.79010644760973,366.9329204731816,315.81315161245163,416.8267819041492
5532.411569330136,6324.908625730865,6279.566382741342,4658.803344771192,3936.6590356493098,5123.505743257152
5428.851747596423,6221.292612679539,5179.475879937874,5050.358984753876,4479.456246268638,4477.716120833951
35.89432706375677,52.92273828081709,32.477066315009104,37.692802712648124,55.59886899545123,34.09941418727633
2100.5221902503063,2728.095109393721,2895.3442193230103,2636.766133270478,2115.6616913122593,2437.2903916145506
8262.050324172673,8769.522557653581,10001.91120922408,8274.770541487447,9122.631495332798,11336.749878537737
1370.419055471895,1568.6983233366986,1490.5096255897174,1479.678731411004,1269.326904521849,1422.5365064386726
53.45442444134624,61.07042225998387,73.9674225593753,84.4575210821982,87.61427032991332,54.933136271187074
1198.8716309293977,1198.5538211389778,1211.2780963321648,1208.864103460576,1200.6837168909058,1225.490538374271
6750.071180412323,5859.656759702999,4374.659136814745,3545.9065780269552,2873.9854963289354,1988.1831917770778
14673.702962396657,17629.93649547576,25298.892942028593,22792.759737967517,23165.81941845306,26007.782588258553
19.276775258689952,26.256259585213158,46.5141292063139,15.695207655777708,14.476832726827398,16.477510388626303
7.639898717837301,8.408812775691741,6.053203491549488,7.628872069737749,8.396676355715897,6.044466916989873
26.85864486581402,26.85864486581402,26.85864486581402,26.85864486581402,26.85864486581402,26.85864486581402
5306.903179507841,5345.38295546436,5808.755839230063,5593.695969711227,5699.394419945665,5741.649693187234
21540.812387287948,21540.812387287948,21540.812387287948,21540.812387287948,21540.812387287948,21540.812387287948
2290.064475529901,2311.088908490959,2336.546397754551,2348.087187855051,2303.32611411474,2263.920908127018
2017.0753120820245,2017.0753120820245,2017.0753120820245,2017.0753120820245,2017.0753120820245,2017.0753120820245
25361.997015304503,29425.644906771122,26149.20050013923,28522.115280226182,28748.801943576927,30185.81314400951
253.46102158721064,782.826715456944,376.31073551287875,733.2570041690935,872.6315112425757,1011.3435692275144
506.3026364674963,498.69377868938153,542.6565086786457,571.2579691838625,578.86645235065,551.9844908615395
111.87536688523889,117.96954032584307,124.39568094526561,131.17187195181802,138.317181598249,145.85171683995185
3979.9999857395887,3979.9999857395887,3979.9999857395887,3979.9999857395887,3979.9999857395887,3979.9999857395887
604.4162236293511,681.0946804117209,623.3321337994065,459.556911906696,412.07329451192874,397.0178835358108
1281.0000048875809,1281.0000048875809,1281.0000048875809,1281.0000048875809,1281.0000048875809,1281.0000048875809
84.00926896742436,72.8791479667319,70.61075021307448,122.84575184782408,60.41493752138666,95.19637506420321
6506.923062039443,6640.849339195119,5929.926394389569,5498.255400158281,5386.844484180899,5332.985832946636
18698.22124124317,18322.647881591052,18941.567526784977,20452.6424868165,20119.66241077723,20782.209405840036
27293.365564024483,26554.147770962427,31251.763186508895,34559.30203072105,34161.050849889376,36927.86032004086
4113.651877678967,4302.533287895937,3825.09989153153,4018.382391056979,2835.444083803854,3189.786827145055
824.6275297733314,1128.8892265753082,1157.9492980460586,1769.3650516985049,1571.6673958684667,1810.957531081486
4882.531141496787,4882.531141496787,4882.531141496787,4882.531141496787,4882.531141496787,4882.531141496787
9.54867826408183,9.425863402800633,9.30481296517483,9.18550160255522,9.067904330464783,8.951996523366788
4221.198035068647,3789.4690003069973,5099.090544896462,5811.9640340045025,4418.950538810466,4387.167384175884
1580.6432097534278,1658.9460446357011,1477.513887604114,1573.563021037905,2544.3238614974603,2194.613998531537
4054.208312621392,4710.257201974535,5056.52786435642,4618.138141693126,4617.644663387939,4630.288285608689
26716.62337615504,31586.54820777157,33557.37607887964,36342.79841263913,41581.533742894404,48322.87747410232
3806.340976473819,3970.2692202088047,4467.419346582463,4443.89605396947,4553.583075710739,5705.948950121266
